target_subject,budget_per_class,roc_auc,dataset,regime,method,figure_panel,participant_order_rank
12,40,0.6615599999999999,Lee2019_MI,source_plus_target,riemann_lr,B,14
48,40,0.65036,Lee2019_MI,source_plus_target,riemann_lr,B,15
26,40,0.60008,Lee2019_MI,source_plus_target,riemann_lr,B,16
24,40,0.6571199999999999,Lee2019_MI,source_plus_target,riemann_lr,B,17
53,40,0.65044,Lee2019_MI,source_plus_target,riemann_lr,B,18
10,40,0.6987599999999999,Lee2019_MI,source_plus_target,riemann_lr,B,19
16,40,0.65168,Lee2019_MI,source_plus_target,riemann_lr,B,20
46,40,0.66064,Lee2019_MI,source_plus_target,riemann_lr,B,21
41,40,0.70232,Lee2019_MI,source_plus_target,riemann_lr,B,22
14,40,0.7041600000000001,Lee2019_MI,source_plus_target,riemann_lr,B,23
8,40,0.67192,Lee2019_MI,source_plus_target,riemann_lr,B,24
42,40,0.70748,Lee2019_MI,source_plus_target,riemann_lr,B,25
13,40,0.67308,Lee2019_MI,source_plus_target,riemann_lr,B,26
2,40,0.72524,Lee2019_MI,source_plus_target,riemann_lr,B,27
31,40,0.72976,Lee2019_MI,source_plus_target,riemann_lr,B,28
7,40,0.7343200000000001,Lee2019_MI,source_plus_target,riemann_lr,B,29
20,40,0.7085199999999999,Lee2019_MI,source_plus_target,riemann_lr,B,30
15,40,0.67668,Lee2019_MI,source_plus_target,riemann_lr,B,31
22,40,0.73816,Lee2019_MI,source_plus_target,riemann_lr,B,32
6,40,0.7624799999999999,Lee2019_MI,source_plus_target,riemann_lr,B,33
43,40,0.7300800000000001,Lee2019_MI,source_plus_target,riemann_lr,B,34
9,40,0.7804399999999999,Lee2019_MI,source_plus_target,riemann_lr,B,35
45,40,0.83332,Lee2019_MI,source_plus_target,riemann_lr,B,36
49,40,0.76076,Lee2019_MI,source_plus_target,riemann_lr,B,37
47,40,0.77572,Lee2019_MI,source_plus_target,riemann_lr,B,38
1,40,0.80984,Lee2019_MI,source_plus_target,riemann_lr,B,39
18,40,0.8368,Lee2019_MI,source_plus_target,riemann_lr,B,40
19,40,0.82492,Lee2019_MI,source_plus_target,riemann_lr,B,41
23,40,0.86112,Lee2019_MI,source_plus_target,riemann_lr,B,42
5,40,0.87712,Lee2019_MI,source_plus_target,riemann_lr,B,43
39,40,0.85272,Lee2019_MI,source_plus_target,riemann_lr,B,44
29,40,0.97964,Lee2019_MI,source_plus_target,riemann_lr,B,45
3,40,0.92164,Lee2019_MI,source_plus_target,riemann_lr,B,46
28,40,0.90368,Lee2019_MI,source_plus_target,riemann_lr,B,47
32,40,0.92996,Lee2019_MI,source_plus_target,riemann_lr,B,48
44,40,0.974,Lee2019_MI,source_plus_target,riemann_lr,B,49
33,40,0.96868,Lee2019_MI,source_plus_target,riemann_lr,B,50
37,40,0.98332,Lee2019_MI,source_plus_target,riemann_lr,B,51
21,40,0.99308,Lee2019_MI,source_plus_target,riemann_lr,B,52
36,40,1.0,Lee2019_MI,source_plus_target,riemann_lr,B,53
2,5,0.5391975308641974,BNCI2014_001,subject,riemann_lr,C,0
6,5,0.6412808641975308,BNCI2014_001,subject,riemann_lr,C,1
5,5,0.5221643518518518,BNCI2014_001,subject,riemann_lr,C,2
4,5,0.624363425925926,BNCI2014_001,subject,riemann_lr,C,3
9,5,0.918846450617284,BNCI2014_001,subject,riemann_lr,C,4
7,5,0.5677854938271605,BNCI2014_001,subject,riemann_lr,C,5
3,5,0.9657600308641976,BNCI2014_001,subject,riemann_lr,C,6
1,5,0.8277391975308642,BNCI2014_001,subject,riemann_lr,C,7
8,5,0.9763117283950618,BNCI2014_001,subject,riemann_lr,C,8
2,10,0.5609182098765432,BNCI2014_001,subject,riemann_lr,C,0
6,10,0.6582561728395062,BNCI2014_001,subject,riemann_lr,C,1
5,10,0.5282986111111111,BNCI2014_001,subject,riemann_lr,C,2
4,10,0.6793016975308641,BNCI2014_001,subject,riemann_lr,C,3
9,10,0.9282407407407408,BNCI2014_001,subject,riemann_lr,C,4
7,10,0.6043402777777778,BNCI2014_001,subject,riemann_lr,C,5
3,10,0.9809799382716048,BNCI2014_001,subject,riemann_lr,C,6
1,10,0.901658950617284,BNCI2014_001,subject,riemann_lr,C,7
8,10,0.9869984567901234,BNCI2014_001,subject,riemann_lr,C,8
2,20,0.5701774691358025,BNCI2014_001,subject,riemann_lr,C,0
6,20,0.7171103395061729,BNCI2014_001,subject,riemann_lr,C,1
5,20,0.5937692901234568,BNCI2014_001,subject,riemann_lr,C,2
4,20,0.7241512345679013,BNCI2014_001,subject,riemann_lr,C,3
9,20,0.9320408950617284,BNCI2014_001,subject,riemann_lr,C,4
7,20,0.632349537037037,BNCI2014_001,subject,riemann_lr,C,5
3,20,0.983159722222222,BNCI2014_001,subject,riemann_lr,C,6
1,20,0.9256558641975308,BNCI2014_001,subject,riemann_lr,C,7
8,20,0.989795524691358,BNCI2014_001,subject,riemann_lr,C,8
2,40,0.6099344135802469,BNCI2014_001,subject,riemann_lr,C,0
6,40,0.7410493827160495,BNCI2014_001,subject,riemann_lr,C,1
5,40,0.6342206790123457,BNCI2014_001,subject,riemann_lr,C,2
4,40,0.7358796296296296,BNCI2014_001,subject,riemann_lr,C,3
9,40,0.9183449074074076,BNCI2014_001,subject,riemann_lr,C,4
7,40,0.7039158950617284,BNCI2014_001,subject,riemann_lr,C,5
3,40,0.9904706790123458,BNCI2014_001,subject,riemann_lr,C,6
1,40,0.9511766975308642,BNCI2014_001,subject,riemann_lr,C,7
8,40,0.9933256172839506,BNCI2014_001,subject,riemann_lr,C,8
2,0,0.5148533950617284,BNCI2014_001,source_plus_target,riemann_lr,D,0
6,0,0.5530478395061729,BNCI2014_001,source_plus_target,riemann_lr,D,1
5,0,0.5906635802469137,BNCI2014_001,source_plus_target,riemann_lr,D,2
4,0,0.577932098765432,BNCI2014_001,source_plus_target,riemann_lr,D,3
9,0,0.5706018518518519,BNCI2014_001,source_plus_target,riemann_lr,D,4
7,0,0.6618441358024691,BNCI2014_001,source_plus_target,riemann_lr,D,5
3,0,0.7640817901234568,BNCI2014_001,source_plus_target,riemann_lr,D,6
1,0,0.8827160493827162,BNCI2014_001,source_plus_target,riemann_lr,D,7
8,0,0.8917824074074074,BNCI2014_001,source_plus_target,riemann_lr,D,8
2,5,0.5155092592592593,BNCI2014_001,source_plus_target,riemann_lr,D,0
6,5,0.5580246913580247,BNCI2014_001,source_plus_target,riemann_lr,D,1
5,5,0.5739776234567902,BNCI2014_001,source_plus_target,riemann_lr,D,2
4,5,0.5892361111111111,BNCI2014_001,source_plus_target,riemann_lr,D,3
9,5,0.625,BNCI2014_001,source_plus_target,riemann_lr,D,4
7,5,0.6735918209876542,BNCI2014_001,source_plus_target,riemann_lr,D,5
3,5,0.782986111111111,BNCI2014_001,source_plus_target,riemann_lr,D,6
1,5,0.8858217592592593,BNCI2014_001,source_plus_target,riemann_lr,D,7
8,5,0.9022376543209876,BNCI2014_001,source_plus_target,riemann_lr,D,8
2,10,0.5121720679012346,BNCI2014_001,source_plus_target,riemann_lr,D,0
6,10,0.5577546296296296,BNCI2014_001,source_plus_target,riemann_lr,D,1
5,10,0.5695216049382716,BNCI2014_001,source_plus_target,riemann_lr,D,2
4,10,0.594849537037037,BNCI2014_001,source_plus_target,riemann_lr,D,3
9,10,0.6713541666666667,BNCI2014_001,source_plus_target,riemann_lr,D,4
7,10,0.6811921296296297,BNCI2014_001,source_plus_target,riemann_lr,D,5
3,10,0.8193094135802468,BNCI2014_001,source_plus_target,riemann_lr,D,6
1,10,0.8916473765432098,BNCI2014_001,source_plus_target,riemann_lr,D,7
8,10,0.9158564814814816,BNCI2014_001,source_plus_target,riemann_lr,D,8
2,20,0.5285686728395061,BNCI2014_001,source_plus_target,riemann_lr,D,0
6,20,0.5703896604938271,BNCI2014_001,source_plus_target,riemann_lr,D,1
5,20,0.5768904320987654,BNCI2014_001,source_plus_target,riemann_lr,D,2
4,20,0.6126929012345679,BNCI2014_001,source_plus_target,riemann_lr,D,3
9,20,0.7274691358024692,BNCI2014_001,source_plus_target,riemann_lr,D,4
7,20,0.6907793209876543,BNCI2014_001,source_plus_target,riemann_lr,D,5
3,20,0.8362847222222223,BNCI2014_001,source_plus_target,riemann_lr,D,6
1,20,0.9016203703703703,BNCI2014_001,source_plus_target,riemann_lr,D,7
8,20,0.9323881172839508,BNCI2014_001,source_plus_target,riemann_lr,D,8
2,40,0.5388117283950618,BNCI2014_001,source_plus_target,riemann_lr,D,0
6,40,0.5762345679012346,BNCI2014_001,source_plus_target,riemann_lr,D,1
5,40,0.5989776234567901,BNCI2014_001,source_plus_target,riemann_lr,D,2
4,40,0.6329475308641975,BNCI2014_001,source_plus_target,riemann_lr,D,3
9,40,0.788792438271605,BNCI2014_001,source_plus_target,riemann_lr,D,4
7,40,0.7162422839506173,BNCI2014_001,source_plus_target,riemann_lr,D,5
3,40,0.8760416666666666,BNCI2014_001,source_plus_target,riemann_lr,D,6
1,40,0.9146219135802468,BNCI2014_001,source_plus_target,riemann_lr,D,7
8,40,0.9544367283950616,BNCI2014_001,source_plus_target,riemann_lr,D,8
